order_id,date,time,order_details_id,pizza_id,quantity,pizza_type_id,size,price,tanggal
4578,2015-03-18,17:59:02,10453,hawaiian_m,1,hawaiian,M,13.25,2015-03-18
4580,2015-03-18,18:11:13,10456,hawaiian_m,1,hawaiian,M,13.25,2015-03-18
4704,2015-03-20,19:01:03,10739,hawaiian_m,1,hawaiian,M,13.25,2015-03-20
4749,2015-03-21,14:46:54,10849,hawaiian_m,1,hawaiian,M,13.25,2015-03-21
4763,2015-03-21,18:44:01,10878,hawaiian_m,1,hawaiian,M,13.25,2015-03-21
4765,2015-03-21,18:53:49,10885,hawaiian_m,1,hawaiian,M,13.25,2015-03-21
4774,2015-03-21,20:14:45,10906,hawaiian_m,1,hawaiian,M,13.25,2015-03-21
4803,2015-03-22,17:50:14,10965,hawaiian_m,1,hawaiian,M,13.25,2015-03-22
4836,2015-03-23,12:57:49,11032,hawaiian_m,1,hawaiian,M,13.25,2015-03-23
4843,2015-03-23,14:03:50,11060,hawaiian_m,1,hawaiian,M,13.25,2015-03-23
4880,2015-03-23,22:39:18,11128,hawaiian_m,1,hawaiian,M,13.25,2015-03-23
5019,2015-03-26,14:12:31,11425,hawaiian_m,1,hawaiian,M,13.25,2015-03-26
5034,2015-03-26,16:51:53,11455,hawaiian_m,1,hawaiian,M,13.25,2015-03-26
5100,2015-03-27,17:49:28,11598,hawaiian_m,1,hawaiian,M,13.25,2015-03-27
5102,2015-03-27,17:52:41,11603,hawaiian_m,1,hawaiian,M,13.25,2015-03-27
5121,2015-03-27,20:03:34,11651,hawaiian_m,1,hawaiian,M,13.25,2015-03-27
5174,2015-03-28,18:55:54,11771,hawaiian_m,1,hawaiian,M,13.25,2015-03-28
5185,2015-03-28,20:24:32,11794,hawaiian_m,1,hawaiian,M,13.25,2015-03-28
5274,2015-03-30,15:55:42,12005,hawaiian_m,1,hawaiian,M,13.25,2015-03-30
5410,2015-04-01,17:34:22,12319,hawaiian_m,1,hawaiian,M,13.25,2015-04-01
5438,2015-04-02,11:37:27,12368,hawaiian_m,1,hawaiian,M,13.25,2015-04-02
5441,2015-04-02,11:53:01,12377,hawaiian_m,1,hawaiian,M,13.25,2015-04-02
5456,2015-04-02,13:01:37,12419,hawaiian_m,1,hawaiian,M,13.25,2015-04-02
5502,2015-04-03,11:44:44,12517,hawaiian_m,1,hawaiian,M,13.25,2015-04-03
5518,2015-04-03,13:46:06,12559,hawaiian_m,1,hawaiian,M,13.25,2015-04-03
5524,2015-04-03,14:56:00,12569,hawaiian_m,1,hawaiian,M,13.25,2015-04-03
5558,2015-04-03,21:48:03,12651,hawaiian_m,1,hawaiian,M,13.25,2015-04-03
5561,2015-04-03,22:08:55,12659,hawaiian_m,1,hawaiian,M,13.25,2015-04-03
5589,2015-04-04,16:18:40,12734,hawaiian_m,1,hawaiian,M,13.25,2015-04-04
5599,2015-04-04,18:19:49,12754,hawaiian_m,1,hawaiian,M,13.25,2015-04-04
5637,2015-04-05,13:10:49,12843,hawaiian_m,1,hawaiian,M,13.25,2015-04-05
5692,2015-04-06,12:37:11,12969,hawaiian_m,1,hawaiian,M,13.25,2015-04-06
5709,2015-04-06,15:56:17,13010,hawaiian_m,1,hawaiian,M,13.25,2015-04-06
5745,2015-04-07,12:38:22,13104,hawaiian_m,1,hawaiian,M,13.25,2015-04-07
5746,2015-04-07,12:38:50,13114,hawaiian_m,1,hawaiian,M,13.25,2015-04-07
5945,2015-04-10,17:40:18,13551,hawaiian_m,1,hawaiian,M,13.25,2015-04-10
5975,2015-04-11,13:07:51,13642,hawaiian_m,1,hawaiian,M,13.25,2015-04-11
5983,2015-04-11,14:29:47,13654,hawaiian_m,1,hawaiian,M,13.25,2015-04-11
5988,2015-04-11,15:38:07,13663,hawaiian_m,1,hawaiian,M,13.25,2015-04-11
6063,2015-04-12,17:21:30,13843,hawaiian_m,1,hawaiian,M,13.25,2015-04-12
6118,2015-04-13,14:57:23,13965,hawaiian_m,1,hawaiian,M,13.25,2015-04-13
6161,2015-04-14,12:26:04,14056,hawaiian_m,1,hawaiian,M,13.25,2015-04-14
6170,2015-04-14,13:22:26,14096,hawaiian_m,1,hawaiian,M,13.25,2015-04-14
6211,2015-04-15,12:17:10,14199,hawaiian_m,1,hawaiian,M,13.25,2015-04-15
6246,2015-04-15,17:47:24,14280,hawaiian_m,1,hawaiian,M,13.25,2015-04-15
6470,2015-04-19,15:27:14,14789,hawaiian_m,1,hawaiian,M,13.25,2015-04-19
6520,2015-04-20,12:59:51,14887,hawaiian_m,1,hawaiian,M,13.25,2015-04-20
6554,2015-04-20,18:43:08,14955,hawaiian_m,2,hawaiian,M,13.25,2015-04-20
6576,2015-04-21,12:00:19,14998,hawaiian_m,1,hawaiian,M,13.25,2015-04-21
6585,2015-04-21,13:00:35,15023,hawaiian_m,1,hawaiian,M,13.25,2015-04-21
6588,2015-04-21,13:21:50,15032,hawaiian_m,1,hawaiian,M,13.25,2015-04-21
6630,2015-04-21,20:35:02,15116,hawaiian_m,1,hawaiian,M,13.25,2015-04-21
6839,2015-04-25,15:24:38,15605,hawaiian_m,1,hawaiian,M,13.25,2015-04-25
6893,2015-04-26,13:43:18,15711,hawaiian_m,1,hawaiian,M,13.25,2015-04-26
6911,2015-04-26,17:30:43,15743,hawaiian_m,1,hawaiian,M,13.25,2015-04-26
6926,2015-04-26,19:54:21,15779,hawaiian_m,1,hawaiian,M,13.25,2015-04-26
6945,2015-04-27,11:55:53,15808,hawaiian_m,1,hawaiian,M,13.25,2015-04-27
7033,2015-04-28,16:55:44,15990,hawaiian_m,1,hawaiian,M,13.25,2015-04-28
7058,2015-04-29,11:50:34,16037,hawaiian_m,1,hawaiian,M,13.25,2015-04-29
7134,2015-04-30,15:47:34,16213,hawaiian_m,1,hawaiian,M,13.25,2015-04-30
7147,2015-04-30,17:28:19,16246,hawaiian_m,1,hawaiian,M,13.25,2015-04-30
7201,2015-05-01,15:54:56,16361,hawaiian_m,1,hawaiian,M,13.25,2015-05-01
7208,2015-05-01,16:40:51,16375,hawaiian_m,1,hawaiian,M,13.25,2015-05-01
7253,2015-05-02,13:47:54,16478,hawaiian_m,1,hawaiian,M,13.25,2015-05-02
7256,2015-05-02,14:46:28,16487,hawaiian_m,1,hawaiian,M,13.25,2015-05-02
7345,2015-05-03,17:51:25,16682,hawaiian_m,1,hawaiian,M,13.25,2015-05-03
7381,2015-05-04,14:58:48,16783,hawaiian_m,1,hawaiian,M,13.25,2015-05-04
7411,2015-05-04,19:44:10,16844,hawaiian_m,1,hawaiian,M,13.25,2015-05-04
7424,2015-05-05,13:10:00,16866,hawaiian_m,2,hawaiian,M,13.25,2015-05-05
7488,2015-05-06,15:50:40,17019,hawaiian_m,1,hawaiian,M,13.25,2015-05-06
7507,2015-05-06,18:28:02,17064,hawaiian_m,1,hawaiian,M,13.25,2015-05-06
7559,2015-05-07,17:51:22,17184,hawaiian_m,1,hawaiian,M,13.25,2015-05-07
7681,2015-05-09,17:44:20,17484,hawaiian_m,1,hawaiian,M,13.25,2015-05-09
7699,2015-05-09,20:46:07,17526,hawaiian_m,1,hawaiian,M,13.25,2015-05-09
7722,2015-05-10,15:28:38,17590,hawaiian_m,1,hawaiian,M,13.25,2015-05-10
7732,2015-05-10,17:11:33,17614,hawaiian_m,1,hawaiian,M,13.25,2015-05-10
7815,2015-05-11,19:45:13,17812,hawaiian_m,1,hawaiian,M,13.25,2015-05-11
7919,2015-05-13,16:51:18,18045,hawaiian_m,1,hawaiian,M,13.25,2015-05-13
7954,2015-05-14,12:31:27,18121,hawaiian_m,1,hawaiian,M,13.25,2015-05-14
8019,2015-05-15,11:41:55,18263,hawaiian_m,1,hawaiian,M,13.25,2015-05-15
8153,2015-05-16,19:31:26,18571,hawaiian_m,1,hawaiian,M,13.25,2015-05-16
8247,2015-05-18,16:32:36,18764,hawaiian_m,1,hawaiian,M,13.25,2015-05-18
8327,2015-05-20,12:16:15,18961,hawaiian_m,1,hawaiian,M,13.25,2015-05-20
8368,2015-05-20,18:33:39,19059,hawaiian_m,1,hawaiian,M,13.25,2015-05-20
8525,2015-05-23,13:56:52,19391,hawaiian_m,1,hawaiian,M,13.25,2015-05-23
8562,2015-05-23,20:48:05,19473,hawaiian_m,1,hawaiian,M,13.25,2015-05-23
8605,2015-05-24,16:52:20,19571,hawaiian_m,1,hawaiian,M,13.25,2015-05-24
8641,2015-05-25,12:24:13,19645,hawaiian_m,1,hawaiian,M,13.25,2015-05-25
8687,2015-05-25,21:51:58,19752,hawaiian_m,1,hawaiian,M,13.25,2015-05-25
8694,2015-05-26,12:48:18,19763,hawaiian_m,1,hawaiian,M,13.25,2015-05-26
8698,2015-05-26,13:32:11,19776,hawaiian_m,1,hawaiian,M,13.25,2015-05-26
8765,2015-05-27,17:00:52,19934,hawaiian_m,1,hawaiian,M,13.25,2015-05-27
8796,2015-05-28,11:53:45,19999,hawaiian_m,1,hawaiian,M,13.25,2015-05-28
8844,2015-05-28,20:16:31,20107,hawaiian_m,1,hawaiian,M,13.25,2015-05-28
8969,2015-05-30,21:46:49,20427,hawaiian_m,1,hawaiian,M,13.25,2015-05-30
8990,2015-05-31,16:42:10,20469,hawaiian_m,1,hawaiian,M,13.25,2015-05-31
9076,2015-06-01,18:08:51,20674,hawaiian_m,1,hawaiian,M,13.25,2015-06-01
9101,2015-06-02,12:14:18,20738,hawaiian_m,1,hawaiian,M,13.25,2015-06-02
9214,2015-06-04,12:41:43,21019,hawaiian_m,1,hawaiian,M,13.25,2015-06-04
9271,2015-06-05,12:49:26,21137,hawaiian_m,1,hawaiian,M,13.25,2015-06-05
9359,2015-06-06,17:52:06,21342,hawaiian_m,1,hawaiian,M,13.25,2015-06-06
9386,2015-06-06,22:02:50,21395,hawaiian_m,1,hawaiian,M,13.25,2015-06-06
9424,2015-06-07,17:53:40,21478,hawaiian_m,1,hawaiian,M,13.25,2015-06-07
9441,2015-06-07,21:07:28,21513,hawaiian_m,1,hawaiian,M,13.25,2015-06-07
9475,2015-06-08,17:08:53,21590,hawaiian_m,1,hawaiian,M,13.25,2015-06-08
9496,2015-06-08,19:24:02,21632,hawaiian_m,1,hawaiian,M,13.25,2015-06-08
9497,2015-06-08,19:53:37,21635,hawaiian_m,1,hawaiian,M,13.25,2015-06-08
9506,2015-06-09,11:55:15,21656,hawaiian_m,1,hawaiian,M,13.25,2015-06-09
9507,2015-06-09,12:06:20,21661,hawaiian_m,1,hawaiian,M,13.25,2015-06-09
9598,2015-06-10,16:05:13,21868,hawaiian_m,1,hawaiian,M,13.25,2015-06-10
9603,2015-06-10,17:15:36,21876,hawaiian_m,1,hawaiian,M,13.25,2015-06-10
9634,2015-06-11,12:52:36,21934,hawaiian_m,1,hawaiian,M,13.25,2015-06-11
9716,2015-06-12,15:39:41,22115,hawaiian_m,1,hawaiian,M,13.25,2015-06-12
9735,2015-06-12,18:53:08,22160,hawaiian_m,1,hawaiian,M,13.25,2015-06-12
9773,2015-06-13,16:17:30,22252,hawaiian_m,1,hawaiian,M,13.25,2015-06-13
9793,2015-06-13,19:06:28,22296,hawaiian_m,1,hawaiian,M,13.25,2015-06-13
9806,2015-06-13,21:13:12,22327,hawaiian_m,1,hawaiian,M,13.25,2015-06-13
9939,2015-06-16,12:01:31,22608,hawaiian_m,1,hawaiian,M,13.25,2015-06-16
9942,2015-06-16,12:15:57,22612,hawaiian_m,1,hawaiian,M,13.25,2015-06-16
9944,2015-06-16,12:39:14,22620,hawaiian_m,1,hawaiian,M,13.25,2015-06-16
9995,2015-06-17,11:43:15,22725,hawaiian_m,1,hawaiian,M,13.25,2015-06-17
9997,2015-06-17,11:53:46,22730,hawaiian_m,1,hawaiian,M,13.25,2015-06-17
10033,2015-06-17,18:26:13,22820,hawaiian_m,1,hawaiian,M,13.25,2015-06-17
10153,2015-06-19,19:49:16,23073,hawaiian_m,1,hawaiian,M,13.25,2015-06-19
10198,2015-06-20,17:03:12,23188,hawaiian_m,1,hawaiian,M,13.25,2015-06-20
10202,2015-06-20,18:10:34,23200,hawaiian_m,1,hawaiian,M,13.25,2015-06-20
10256,2015-06-21,18:21:25,23324,hawaiian_m,1,hawaiian,M,13.25,2015-06-21
10286,2015-06-22,13:10:32,23402,hawaiian_m,1,hawaiian,M,13.25,2015-06-22
10295,2015-06-22,15:34:14,23423,hawaiian_m,1,hawaiian,M,13.25,2015-06-22
10339,2015-06-23,12:45:52,23516,hawaiian_m,1,hawaiian,M,13.25,2015-06-23
10378,2015-06-23,20:16:35,23599,hawaiian_m,1,hawaiian,M,13.25,2015-06-23
10379,2015-06-23,20:21:08,23602,hawaiian_m,1,hawaiian,M,13.25,2015-06-23
10384,2015-06-23,21:28:56,23614,hawaiian_m,1,hawaiian,M,13.25,2015-06-23
10472,2015-06-25,15:03:45,23823,hawaiian_m,1,hawaiian,M,13.25,2015-06-25
10508,2015-06-25,21:59:33,23896,hawaiian_m,1,hawaiian,M,13.25,2015-06-25
10512,2015-06-26,11:39:16,23906,hawaiian_m,1,hawaiian,M,13.25,2015-06-26
10520,2015-06-26,12:59:55,23927,hawaiian_m,1,hawaiian,M,13.25,2015-06-26
10586,2015-06-27,13:58:55,24096,hawaiian_m,1,hawaiian,M,13.25,2015-06-27
10600,2015-06-27,16:40:08,24128,hawaiian_m,1,hawaiian,M,13.25,2015-06-27
10625,2015-06-27,19:02:38,24185,hawaiian_m,1,hawaiian,M,13.25,2015-06-27
10657,2015-06-28,14:53:43,24250,hawaiian_m,1,hawaiian,M,13.25,2015-06-28
10659,2015-06-28,15:10:57,24255,hawaiian_m,1,hawaiian,M,13.25,2015-06-28
10715,2015-06-29,16:22:54,24377,hawaiian_m,1,hawaiian,M,13.25,2015-06-29
10796,2015-07-01,11:16:34,24567,hawaiian_m,1,hawaiian,M,13.25,2015-07-01
10868,2015-07-02,11:46:37,24711,hawaiian_m,1,hawaiian,M,13.25,2015-07-02
10904,2015-07-02,17:02:55,24788,hawaiian_m,1,hawaiian,M,13.25,2015-07-02
10951,2015-07-03,14:25:36,24902,hawaiian_m,1,hawaiian,M,13.25,2015-07-03
11026,2015-07-04,13:38:48,25062,hawaiian_m,1,hawaiian,M,13.25,2015-07-04
11029,2015-07-04,13:59:43,25068,hawaiian_m,1,hawaiian,M,13.25,2015-07-04
11115,2015-07-04,22:02:12,25255,hawaiian_m,1,hawaiian,M,13.25,2015-07-04
11128,2015-07-05,12:49:22,25285,hawaiian_m,1,hawaiian,M,13.25,2015-07-05
11154,2015-07-05,19:37:22,25345,hawaiian_m,1,hawaiian,M,13.25,2015-07-05
11200,2015-07-06,17:48:19,25459,hawaiian_m,1,hawaiian,M,13.25,2015-07-06
11209,2015-07-06,18:36:01,25475,hawaiian_m,1,hawaiian,M,13.25,2015-07-06
11210,2015-07-06,18:40:51,25477,hawaiian_m,1,hawaiian,M,13.25,2015-07-06
11223,2015-07-07,11:51:23,25500,hawaiian_m,1,hawaiian,M,13.25,2015-07-07
11258,2015-07-07,18:19:31,25602,hawaiian_m,1,hawaiian,M,13.25,2015-07-07
11280,2015-07-08,11:47:42,25643,hawaiian_m,1,hawaiian,M,13.25,2015-07-08
11386,2015-07-09,18:45:14,25875,hawaiian_m,1,hawaiian,M,13.25,2015-07-09
11454,2015-07-10,19:59:19,26019,hawaiian_m,1,hawaiian,M,13.25,2015-07-10
11467,2015-07-10,22:30:44,26042,hawaiian_m,1,hawaiian,M,13.25,2015-07-10
11486,2015-07-11,16:03:30,26088,hawaiian_m,1,hawaiian,M,13.25,2015-07-11
11497,2015-07-11,17:44:46,26108,hawaiian_m,1,hawaiian,M,13.25,2015-07-11
11518,2015-07-11,20:55:04,26160,hawaiian_m,1,hawaiian,M,13.25,2015-07-11
11558,2015-07-12,18:31:48,26249,hawaiian_m,1,hawaiian,M,13.25,2015-07-12
11599,2015-07-13,13:37:50,26348,hawaiian_m,1,hawaiian,M,13.25,2015-07-13
11775,2015-07-16,14:33:50,26739,hawaiian_m,1,hawaiian,M,13.25,2015-07-16
11801,2015-07-16,19:48:21,26804,hawaiian_m,1,hawaiian,M,13.25,2015-07-16
11923,2015-07-18,18:00:54,27088,hawaiian_m,1,hawaiian,M,13.25,2015-07-18
12003,2015-07-20,11:50:01,27270,hawaiian_m,1,hawaiian,M,13.25,2015-07-20
12021,2015-07-20,14:11:23,27305,hawaiian_m,1,hawaiian,M,13.25,2015-07-20
12048,2015-07-20,19:11:52,27380,hawaiian_m,1,hawaiian,M,13.25,2015-07-20
12079,2015-07-21,14:52:32,27455,hawaiian_m,1,hawaiian,M,13.25,2015-07-21
12082,2015-07-21,15:29:00,27458,hawaiian_m,1,hawaiian,M,13.25,2015-07-21
12119,2015-07-22,11:57:15,27538,hawaiian_m,1,hawaiian,M,13.25,2015-07-22
12160,2015-07-22,18:13:08,27622,hawaiian_m,1,hawaiian,M,13.25,2015-07-22
12227,2015-07-23,18:30:59,27760,hawaiian_m,1,hawaiian,M,13.25,2015-07-23
12257,2015-07-24,12:43:56,27825,hawaiian_m,1,hawaiian,M,13.25,2015-07-24
12355,2015-07-25,19:01:31,28065,hawaiian_m,1,hawaiian,M,13.25,2015-07-25
12377,2015-07-26,11:30:45,28114,hawaiian_m,1,hawaiian,M,13.25,2015-07-26
12387,2015-07-26,13:40:47,28136,hawaiian_m,2,hawaiian,M,13.25,2015-07-26
12390,2015-07-26,14:20:37,28144,hawaiian_m,1,hawaiian,M,13.25,2015-07-26
12453,2015-07-27,14:31:51,28274,hawaiian_m,1,hawaiian,M,13.25,2015-07-27
12527,2015-07-28,18:04:56,28438,hawaiian_m,1,hawaiian,M,13.25,2015-07-28
12529,2015-07-28,18:09:54,28442,hawaiian_m,1,hawaiian,M,13.25,2015-07-28
12615,2015-07-30,13:14:07,28637,hawaiian_m,1,hawaiian,M,13.25,2015-07-30
12648,2015-07-30,18:38:35,28713,hawaiian_m,1,hawaiian,M,13.25,2015-07-30
12701,2015-07-31,17:57:14,28803,hawaiian_m,1,hawaiian,M,13.25,2015-07-31
12704,2015-07-31,18:22:24,28812,hawaiian_m,1,hawaiian,M,13.25,2015-07-31
12719,2015-07-31,20:07:28,28841,hawaiian_m,1,hawaiian,M,13.25,2015-07-31
12723,2015-07-31,20:41:03,28852,hawaiian_m,1,hawaiian,M,13.25,2015-07-31
12932,2015-08-04,14:55:02,29297,hawaiian_m,1,hawaiian,M,13.25,2015-08-04
12971,2015-08-05,11:41:55,29364,hawaiian_m,1,hawaiian,M,13.25,2015-08-05
12973,2015-08-05,11:44:39,29366,hawaiian_m,1,hawaiian,M,13.25,2015-08-05
12984,2015-08-05,13:06:32,29393,hawaiian_m,1,hawaiian,M,13.25,2015-08-05
13020,2015-08-05,19:25:39,29470,hawaiian_m,1,hawaiian,M,13.25,2015-08-05
13023,2015-08-05,20:11:12,29478,hawaiian_m,1,hawaiian,M,13.25,2015-08-05
13077,2015-08-06,18:10:59,29595,hawaiian_m,1,hawaiian,M,13.25,2015-08-06
